Gene_ID,Sample_1_Reads,Sample_2_Reads
MIR1260A,0,0
MIR1260B,0,0
MIR1261,0,0
MIR1262,0,0
MIR1263,0,0
MIR1264,0,0
MIR1265,0,0
MIR1266,0,0
MIR1267,0,0
MIR1268A,0,0
MIR1269A,0,0
MIR127,0,0
MIR1270,0,0
MIR1271,0,0
MIR1272,0,0
MIR1273A,0,0
MIR1273C,0,0
MIR1273D,0,0
MIR1275,0,0
MIR1276,0,0
MIR1277,0,0
MIR1278,0,0
MIR1279,0,0
MIR1281,6,2
MIR128-1,0,0
MIR1282,14,5
MIR128-2,0,0
MIR1283-1,0,0
MIR1283-2,0,0
MIR1284,0,0
MIR1285-1,0,0
MIR1285-2,0,0
MIR1286,0,0
MIR1287,0,0
MIR1288,0,0
MIR1289-1,2,0
MIR1289-2,0,0
MIR1290,0,0
MIR129-1,0,0
MIR1292,0,0
MIR129-2,0,0
MIR1293,1,0
MIR1294,0,0
MIR1295A,0,0
MIR1296,0,0
MIR1297,0,0
MIR1298,0,0
MIR1299,0,0
MIR1301,0,0
MIR1302-1,0,0
MIR1302-10,0,0
MIR1302-11,0,0
MIR1302-2,0,0
MIR1302-3,0,0
MIR1302-4,0,0
MIR1302-5,0,0
MIR1302-6,0,0
MIR1302-7,0,0
MIR1302-8,0,0
MIR1302-9,0,0
MIR1303,0,0
MIR1304,25,0
MIR1305,0,0
MIR1306,0,0
MIR1307,0,0
MIR130A,0,0
MIR130B,9,0
MIR132,1,0
MIR1321,0,0
MIR1322,0,0
MIR1323,0,0
MIR1324,0,0
MIR133A1,0,0
MIR133A2,0,0
MIR133B,0,0
MIR134,0,0
MIR135A1,0,0
MIR135A2,0,0
MIR135B,0,0
MIR136,0,0
MIR137,6,0
MIR137HG,22,0
MIR138-1,0,0
MIR138-2,0,0
MIR139,0,0
MIR140,0,0
MIR141,0,0
MIR142,0,0
MIR143,0,0
MIR144,0,0
MIR145,0,0
MIR1468,0,0
MIR1469,4,0
MIR146A,1,0
MIR146B,0,0
MIR1470,7,0
MIR1471,0,0
MIR147A,0,0
MIR147B,0,0
MIR148A,0,0
MIR148B,0,0
MIR149,0,0
MIR150,0,0
MIR151A,0,0
MIR152,0,0
MIR153-1,0,0
MIR153-2,0,0
MIR1537,0,0
MIR1538,0,0
MIR1539,0,0
MIR154,0,0
MIR155,0,0
MIR155HG,23,0
MIR15A,0,0
MIR15B,0,0
MIR16-1,0,0
MIR16-2,0,0
MIR17,0,0
MIR17HG,42,0
MIR181A1,0,0
MIR181A2,0,0
MIR181B1,0,0
MIR181B2,0,0
MIR181C,0,0
MIR181D,0,0
MIR182,0,0
MIR1825,0,0
MIR1827,0,0
MIR183,0,0
MIR184,0,0
MIR185,0,0
MIR186,2,0
MIR187,0,0
MIR188,0,0
MIR18A,0,0
MIR18B,0,0
MIR1908,2,0
MIR1909,0,0
MIR190A,0,0
MIR190B,0,0
MIR191,0,0
MIR1910,3,0
MIR1911,0,0
MIR1912,0,0
MIR1913,2,0
MIR1914,9,0
MIR1915,2,0
MIR192,0,0
MIR193A,9,0
MIR193B,0,0
MIR193BHG,113,0
MIR194-1,0,0
MIR194-2,0,0
MIR195,0,0
MIR196A1,0,0
MIR196A2,0,0
MIR196B,34,0
MIR197,4,0
MIR1973,0,0
MIR1976,0,0
MIR198,0,0
MIR199A1,4,0
MIR199A2,0,10
MIR199B,0,0
MIR19A,0,0
MIR19B1,0,0
MIR19B2,0,0
MIR200A,7,0
MIR200B,15,0
MIR200C,14,0
MIR202,0,0
MIR203A,0,0
MIR204,0,0
MIR205,4,0
MIR2052,0,0
MIR2052HG,0,0
MIR2053,0,0
MIR2054,0,0
MIR205HG,1319,0
MIR206,0,0
MIR208A,0,0
MIR208B,0,0
MIR20A,0,0
MIR20B,0,0
MIR21,4,4
MIR210,12,0
MIR210HG,501,0
MIR211,0,0
MIR2110,0,0
MIR2113,0,0
MIR2114,0,0
MIR2115,0,0
MIR2116,0,0
MIR2117,0,0
MIR212,0,0
MIR214,0,10
MIR215,0,0
MIR216A,0,0
MIR216B,0,0
MIR217,0,0
MIR218-1,0,0
MIR218-2,0,2
MIR219A1,0,0
MIR219A2,0,0
MIR22,0,0
MIR221,1,0
MIR222,1,0
MIR223,0,0
MIR224,2,0
MIR2276,0,0
MIR2277,0,0
MIR2278,0,0
MIR22HG,192,0
MIR2355,0,0
MIR23A,9,0
MIR23B,3,4
MIR24-1,0,0
MIR24-2,2,0
MIR25,16,4
MIR26A1,0,0
MIR26A2,4,0
MIR26B,0,0
MIR27A,16,0
MIR27B,6,10
MIR28,0,0
MIR2861,4,0
MIR2909,0,0
MIR296,0,0
MIR297,0,0
MIR298,0,0
MIR299,0,0
MIR29A,0,0
MIR29B1,0,0
MIR29B2,0,0
MIR29C,3,0
MIR300,0,0
MIR301A,0,0
MIR301B,0,0
MIR302A,0,0
MIR302B,0,0
MIR302C,0,0
MIR302D,0,0
MIR302E,0,0
MIR302F,0,0
MIR3065,0,0
MIR3074,0,0
MIR30A,0,0
MIR30B,0,0
MIR30C1,0,0
MIR30C2,0,0
MIR30D,0,0
MIR30E,0,0
MIR31,0,0
MIR3115,1,0
MIR3116-1,0,0
MIR3116-2,0,0
MIR3117,0,0
MIR3118-1,0,0
MIR3118-2,0,0
MIR3118-3,0,0
MIR3118-4,0,0
MIR3119-1,0,0
MIR3119-2,0,0
MIR3120,0,0
MIR3121,0,0
MIR3122,1,0
MIR3123,0,0
MIR3124,4,0
MIR3125,0,0
MIR3126,0,0
MIR3127,0,0
MIR3128,0,0
MIR3129,0,0
MIR3130-1,0,0
MIR3130-2,0,0
MIR3131,0,0
MIR3132,2,0
MIR3133,0,0
MIR3134,2,0
MIR3135A,0,0
MIR3136,2,0
MIR3137,0,0
MIR3138,0,0
MIR3139,0,0
MIR3140,0,0
MIR3141,0,0
MIR3142,0,0
MIR3143,0,0
MIR3144,0,0
MIR3145,0,0
MIR3146,0,0
MIR3147,0,0
MIR3148,0,0
MIR3150A,0,0
MIR3151,0,0
MIR3152,0,0
MIR3153,1,0
MIR3154,0,0
MIR3155A,0,0
MIR3156-1,0,0
MIR3156-2,0,0
MIR3156-3,0,0
MIR3157,1,0
MIR3158-1,0,0
MIR3158-2,0,0
MIR3159,6,0
MIR3160-1,0,0
MIR3160-2,0,0
MIR3161,0,0
MIR3162,0,0
MIR3163,0,0
MIR3164,0,0
MIR3165,0,0
MIR3166,0,0
MIR3167,0,0
MIR3168,0,0
MIR3169,0,0
MIR3170,0,0
MIR3173,0,0
MIR3174,2,0
MIR3175,0,0
MIR3176,1,0
MIR3177,0,0
MIR3178,0,0
MIR3179-1,0,0
MIR3179-2,0,0
MIR3179-3,0,0
MIR3180-1,0,0
MIR3180-2,0,0
MIR3180-3,0,0
MIR3182,0,0
MIR3183,0,0
MIR3184,0,0
MIR3185,0,0
MIR3186,0,0
MIR3187,0,0
MIR3188,5,0
MIR3189,0,0
MIR3190,0,0
MIR3191,0,0
MIR3192,0,0
MIR3193,5,0
MIR3194,0,0
MIR3196,0,0
MIR3197,0,0
MIR3198-1,0,0
MIR3199-1,0,0
MIR3199-2,0,0
MIR31HG,211,0
MIR32,0,0
MIR3200,0,0
MIR3201,0,0
MIR3202-1,1,0
MIR3202-2,0,0
MIR320A,9,0
MIR320B1,0,0
MIR320B2,0,0
MIR320C1,0,0
MIR320C2,0,0
MIR320D1,0,0
MIR320D2,0,0
MIR320E,1,0
MIR323A,0,0
MIR323B,0,0
MIR324,15,2
MIR325,0,0
MIR326,0,0
MIR328,0,0
MIR329-1,0,0
MIR329-2,0,0
MIR330,0,0
MIR331,0,0
MIR335,0,0
MIR337,0,0
MIR338,0,0
MIR339,0,0
MIR33A,0,0
MIR33B,0,0
MIR340,0,0
MIR342,0,0
MIR345,0,0
MIR346,0,0
MIR34A,0,0
MIR34B,0,0
MIR34C,0,0
MIR361,0,0
MIR362,0,0
MIR363,0,0
MIR365A,0,0
MIR365B,0,0
MIR367,0,0
MIR3681HG,0,0
MIR369,0,0
MIR371A,0,0
MIR372,0,0
MIR373,0,0
MIR374A,0,0
MIR374B,1,1
MIR375,0,0
MIR376A1,0,0
MIR376A2,0,0
MIR376B,0,0
MIR376C,0,0
MIR377,0,0
MIR378A,0,0
MIR378B,0,0
MIR378C,0,0
MIR379,0,0
MIR380,0,0
MIR381,0,0
MIR382,0,0
MIR383,0,0
MIR384,0,0
MIR3936HG,175,0
MIR3945HG,0,0
MIR409,0,0
MIR410,0,0
MIR411,0,0
MIR412,0,0
MIR421,1,1
MIR422A,0,0
MIR423,0,0
MIR424,0,0
MIR425,1,0
MIR4251,0,0
MIR4252,0,0
MIR4253,0,0
MIR4254,0,0
MIR4255,0,0
MIR4256,2,0
MIR4257,1,0
MIR4258,9,0
MIR4260,0,0
MIR4261,0,0
MIR4262,0,0
MIR4263,4,0
MIR4264,0,0
MIR4265,0,0
MIR4266,0,0
MIR4267,0,0
MIR4268,0,0
MIR4269,0,0
MIR4270,0,0
MIR4271,0,0
MIR4272,0,0
MIR4273,0,0
MIR4274,0,0
MIR4275,0,0
MIR4276,0,0
MIR4277,0,0
MIR4278,0,0
MIR4279,2,0
MIR4280,0,0
MIR4281,0,0
MIR4282,0,0
MIR4283-1,0,0
MIR4283-2,0,0
MIR4284,0,0
MIR4285,0,0
MIR4286,0,0
MIR4287,0,0
MIR4288,0,0
MIR4289,0,0
MIR429,18,0
MIR4290,0,0
MIR4291,0,0
MIR4292,25,0
MIR4293,0,0
MIR4294,0,0
MIR4295,0,0
MIR4296,1,0
MIR4297,0,0
MIR4298,0,0
MIR4299,0,0
MIR4300,0,0
MIR4301,0,0
MIR4302,0,0
MIR4303,0,0
MIR4304,0,0
MIR4305,0,0
MIR4306,0,0
MIR4307,0,0
MIR4308,0,0
MIR4309,0,0
MIR431,0,0
MIR4310,0,0
MIR4311,0,0
MIR4312,0,0
MIR4313,0,0
MIR4314,0,0
MIR4315-2,0,0
MIR4316,0,0
MIR4317,0,0
MIR4318,0,0
MIR4319,0,0
MIR432,0,0
MIR4320,0,0
MIR4321,0,0
MIR4322,0,0
MIR4323,0,0
MIR4324,0,0
MIR4325,0,0
MIR4326,2,0
MIR4327,0,0
MIR4328,0,0
MIR4329,0,0
MIR433,0,0
MIR4330,0,0
MIR4435-2HG,2699,0
MIR4458HG,168,0
MIR448,0,0
MIR449A,0,0
MIR449B,0,0
MIR449C,0,0
MIR4500HG,1,0
MIR450A1,0,0
MIR450A2,0,0
MIR450B,0,0
MIR451A,0,0
MIR452,0,0
MIR454,0,0
MIR455,0,0
MIR4697HG,18,0
MIR483,0,0
MIR484,0,0
MIR485,0,0
MIR486-1,0,0
MIR487A,0,0
MIR487B,0,0
MIR488,0,0
MIR489,0,0
MIR490,0,0
MIR491,0,0
MIR492,0,0
MIR493,0,0
MIR494,0,0
MIR495,0,0
MIR496,0,0
MIR497,0,0
MIR497HG,2,0
MIR498,0,0
MIR499A,0,0
MIR500A,0,0
MIR500B,0,0
MIR501,0,0
MIR502,0,0
MIR503,0,0
MIR503HG,19,0
MIR504,0,0
MIR505,0,0
MIR506,0,0
MIR507,0,0
MIR508,0,0
MIR509-1,0,0
MIR509-2,0,0
MIR509-3,0,0
MIR510,0,0
MIR511,0,0
MIR512-1,0,0
MIR512-2,0,0
MIR513A1,0,0
MIR513A2,0,0
MIR513B,0,0
MIR513C,0,0
MIR514A1,0,0
MIR514A2,0,0
MIR514A3,0,0
MIR514B,0,0
MIR515-1,0,0
MIR515-2,0,0
MIR516A1,0,0
MIR516A2,0,0
MIR516B1,0,0
MIR516B2,0,0
MIR517A,0,0
MIR517B,0,0
MIR517C,0,0
MIR518A1,0,0
MIR518A2,0,0
MIR518B,0,0
MIR518C,0,0
MIR518D,0,0
MIR518E,0,0
MIR518F,0,0
MIR519A1,0,0
MIR519A2,0,0
MIR519B,0,0
MIR519C,0,0
MIR519D,0,0
MIR519E,0,0
MIR520A,0,0
MIR520B,0,0
MIR520C,0,0
MIR520D,0,0
MIR520E,0,0
MIR520F,0,0
MIR520G,0,0
MIR520H,0,0
MIR521-1,0,0
MIR521-2,0,0
MIR522,0,0
MIR523,0,0
MIR524,0,0
MIR525,0,0
MIR526A1,0,0
MIR526A2,0,0
MIR526B,0,0
MIR527,0,0
MIR532,0,0
MIR539,0,0
MIR541,0,0
MIR542,0,0
MIR543,0,0
MIR544A,0,0
MIR544B,0,0
MIR545,0,0
MIR548A1,0,0
MIR548A2,0,0
MIR548A3,0,0
MIR548B,0,0
MIR548C,0,0
MIR548D1,4,0
MIR548D2,0,0
MIR548E,0,0
MIR548F1,0,0
MIR548F2,0,0
MIR548F3,0,0
MIR548F4,0,0
MIR548F5,0,0
MIR548G,0,0
MIR548H1,0,0
MIR548H2,0,0
MIR548H3,0,0
MIR548H4,0,0
MIR548I1,0,0
MIR548I2,0,0
MIR548I3,0,0
MIR548I4,0,0
MIR548J,0,0
MIR548K,0,0
MIR548L,2,0
MIR548M,0,0
MIR548O,0,0
MIR548P,0,0
MIR548Q,0,0
MIR548S,0,0
MIR548T,0,0
MIR548U,0,0
MIR548V,0,0
MIR548W,0,0
MIR549A,0,0
MIR550A1,0,0
MIR550A2,0,0
MIR551A,0,0
MIR551B,0,0
MIR552,0,0
MIR553,0,0
MIR554,0,0
MIR555,0,0
MIR556,0,0
MIR557,0,0
MIR558,0,0
MIR559,2,0
MIR561,0,0
MIR562,0,0
MIR563,0,0
MIR564,0,0
MIR566,0,0
MIR567,0,0
MIR568,3,0
MIR569,0,0
MIR570,125,0
MIR570HG,81,0
MIR571,0,0
MIR572,0,0
MIR573,2,0
MIR574,0,0
MIR575,0,0
MIR576,0,0
MIR577,0,0
MIR578,0,0
MIR579,0,0
MIR580,0,0
MIR581,0,0
MIR582,0,0
MIR583,0,0
MIR584,2,0
MIR585,0,0
MIR586,0,0
MIR587,0,0
MIR588,0,0
MIR589,0,0
MIR590,4,0
MIR591,0,0
MIR592,0,0
MIR593,1,0
MIR595,0,0
MIR596,0,0
MIR597,0,0
MIR598,0,0
MIR599,0,0
MIR600,0,0
MIR600HG,135,2
MIR601,1,0
MIR602,0,0
MIR603,0,0
MIR604,0,0
MIR605,0,0
MIR606,0,0
MIR607,0,0
MIR608,0,0
MIR609,0,0
MIR610,0,0
MIR611,0,0
MIR612,28,0
MIR613,0,0
MIR614,515,0
MIR615,3,0
MIR616,9,0
MIR617,0,0
MIR618,2,0
MIR620,0,0
MIR621,0,0
MIR622,0,0
MIR623,0,0
MIR624,0,0
MIR625,0,0
MIR626,0,0
MIR627,0,0
MIR628,0,0
MIR629,0,0
MIR630,2,0
MIR631,0,0
MIR632,0,0
MIR633,0,0
MIR634,1,0
MIR635,4,0
MIR636,1,0
MIR637,13,0
MIR638,1,0
MIR639,0,0
MIR640,0,0
MIR641,5,0
MIR642A,0,0
MIR643,0,0
MIR644A,1,0
MIR645,1,0
MIR646,0,0
MIR647,2,0
MIR648,0,0
MIR649,0,0
MIR651,0,0
MIR652,0,0
MIR653,0,0
MIR654,0,0
MIR655,0,0
MIR656,0,0
MIR657,1,0
MIR658,0,0
MIR659,0,0
MIR660,0,0
MIR661,2,0
MIR662,0,0
MIR663A,0,0
MIR663B,0,0
MIR664A,0,0
MIR665,0,0
MIR668,0,0
MIR670,0,0
MIR670HG,0,0
MIR671,0,0
MIR675,0,0
MIR708,0,0
MIR7-1,19,3
MIR711,0,0
MIR718,0,0
MIR7-2,0,0
MIR7-3,0,0
MIR7-3HG,0,0
MIR744,0,0
MIR758,0,0
MIR759,0,0
MIR760,2,2
MIR761,0,0
MIR762,0,0
MIR764,0,0
MIR765,0,0
MIR766,0,0
MIR767,0,0
MIR769,0,0
MIR770,0,0
MIR802,0,0
MIR873,0,0
MIR874,0,0
MIR875,0,0
MIR876,0,0
MIR877,0,0
MIR885,1,0
MIR887,0,0
MIR888,0,0
MIR889,0,0
MIR890,0,0
MIR891A,0,0
MIR891B,0,0
MIR892A,0,0
MIR892B,0,0
MIR9-1,0,0
MIR9-2,0,0
MIR920,0,0
MIR921,0,0
MIR922,0,0
MIR924,0,0
MIR924HG,93,0
MIR92A1,0,0
MIR92A2,0,0
MIR92B,2,0
MIR93,0,0
MIR9-3,0,0
MIR933,0,0
MIR934,0,0
MIR935,0,0
MIR936,0,0
MIR937,0,0
MIR938,0,0
MIR939,0,0
MIR9-3HG,6,0
MIR940,3,0
MIR941-1,0,0
MIR941-2,0,0
MIR942,0,0
MIR943,0,0
MIR944,0,0
MIR95,0,0
MIR96,0,0
MIR98,0,0
MIR99A,0,0
MIR99AHG,0,0
MIR99B,1,16
MIRLET7A1,0,0
MIRLET7A2,0,0
MIRLET7A3,0,0
MIRLET7B,0,0
MIRLET7BHG,139,0
MIRLET7C,0,0
MIRLET7D,8,0
MIRLET7E,2,8
MIRLET7F1,0,0
MIRLET7F2,0,0
MIRLET7G,0,0
MIRLET7I,2,0
MIS12,730,0
MIS18A,1913,0
MIS18BP1,1713,0
MISP,2723,0
MISP3,1660,0
MITD1,1018,0
MITF,639,52
MIXL1,0,0
MKI67,16498,0
MKKS,3744,0
MKL1,1750,132
MKL2,1014,2
MKLN1,1631,348
MKLN1-AS,100,2
MKNK1,700,6
MKNK1-AS1,5,0
MKNK2,21959,48
MKRN1,5298,180
MKRN2,3786,2
MKRN3,0,0
MKRN9P,0,0
MKS1,488,0
MKX,4,0
MLANA,0,0
MLC1,0,0
MLEC,15562,90
MLF1,2698,0
MLF2,26007,112
MLH1,1060,2
MLH3,230,2
MLIP,0,0
MLKL,251,0
MLLT1,7481,2
MLLT10,1352,229
MLLT11,130,8
MLLT3,28,349
MLLT6,7550,71
MLN,2,0
MLNR,2,0
MLPH,93,0
MLST8,3135,2
MLX,1982,34
MLXIP,2087,8
MLXIPL,166,6
MLYCD,521,10
MMAA,125,0
MMAB,950,0
MMACHC,97,0
MMADHC,5757,2
MMD,937,96
MMD2,0,0
MME,230,6
MMEL1,15,0
MMGT1,3412,0
MMP1,3,0
MMP10,0,0
MMP11,138,0
MMP12,2,0
MMP13,2,0
MMP14,1336,1327
MMP15,5169,4
MMP16,0,196
MMP17,116,2
MMP19,36,0
MMP2,72,336
MMP20,4,0
MMP21,0,0
MMP23A,0,0
MMP23B,2,0
MMP24,629,2
MMP25,45,1
MMP25-AS1,82,0
MMP26,0,0
MMP27,0,0
MMP28,1247,0
MMP3,0,0
MMP7,4,0
MMP8,0,0
MMP9,201,0
MMRN1,0,0
MMRN2,0,2
MMS19,1292,2
MMS22L,1185,0
MN1,138,0
MNAT1,1777,0
MND1,1241,0
MNDA,2,0
MNS1,353,0
MNT,868,111
MNX1,803,0
MNX1-AS1,211,0
MOAP1,1262,0
MOB1A,3721,156
MOB1B,740,20
MOB2,1409,0
MOB3A,807,4
MOB3B,405,0
MOB3C,479,2
MOB4,6178,580
MOBP,1,0
MOCOS,549,0
MOCS1,207,2
MOCS2,1892,0
MOCS3,234,2
MOG,0,0
MOGAT1,0,0
MOGAT2,0,0
MOGAT3,0,0
MOGS,3918,6
MOK,677,0
MON1A,290,16
MON1B,2382,0
MON2,1247,14
MORC1,0,0
MORC1-AS1,0,0
MORC2,1137,8
MORC2-AS1,22,0
MORC3,1285,18
MORC4,793,42
MORF4,0,0
MORF4L1,7429,996
MORF4L2,17383,828
MORN1,242,0
MORN2,606,0
MORN3,42,0
MORN4,614,16
MORN5,2,0
MOS,0,0
MOSPD1,1638,114
MOSPD2,504,0
MOSPD3,961,42
MOV10,2666,8
MOV10L1,4,0
MOXD1,46,0
MOXD2P,0,0
MPC1,1145,0
MPC2,10345,2
MPDU1,1456,0
MPDZ,26,28
MPEG1,6,4
MPG,2698,8
MPHOSPH10,1320,10
MPHOSPH6,1525,4
MPHOSPH8,1034,6
MPHOSPH9,521,2
MPI,831,2
MPIG6B,0,0
MPL,6,0
MPLKIP,3747,46
MPND,761,0
MPO,0,0
MPP1,264,176
MPP2,902,16
MPP3,417,0
MPP4,2,0
MPP5,2258,100
MPP6,314,12
MPP7,718,0
MPPE1,752,2
MPPED1,0,0
MPPED2,6,10
MPRIP,6434,466
MPST,3881,3
MPV17,1528,2
MPV17L,250,0
MPV17L2,1690,0
MPZ,14,0
MPZL1,8858,0
MPZL2,4152,1
MPZL3,785,0
MR1,845,0
MRAP,0,0
MRAP2,6,0
MRAS,481,0
MRC1,0,0
MRC2,520,636
MRE11,691,2
MREG,544,2
MRFAP1,10681,6
MRFAP1L1,1534,2
MRGBP,4276,18
MRGPRD,10,0
MRGPRE,2,0
MRGPRF,2,14
MRGPRG,0,0
MRGPRG-AS1,0,0
MRGPRX1,0,0
MRGPRX2,1,0
MRGPRX3,4,0
MRGPRX4,0,0
MRI1,2217,0
MRLN,0,0
MRM1,363,0
MRM2,1546,2
MRM3,763,0
MRNIP,127,0
MRO,0,0
MROH1,2286,0
MROH2A,0,4
MROH2B,4,0
MROH3P,0,0
MROH5,5,0
MROH6,310,0
MROH7,4,0
MROH8,5,0
MROH9,0,0
MRPL1,794,0
MRPL10,1440,4
MRPL11,5312,0
MRPL12,4619,2
MRPL13,2121,0
MRPL14,7965,4
MRPL15,3205,2
MRPL16,1595,0
MRPL17,3395,0
MRPL18,2651,2
MRPL19,2731,2
MRPL2,6540,2
MRPL20,1253,0
MRPL21,4301,1
MRPL22,4909,0
MRPL23,1800,0
MRPL23-AS1,65,0
MRPL24,4013,0
MRPL27,998,0
MRPL28,5368,0
MRPL3,7701,2
MRPL30,2939,0
MRPL32,1614,0
MRPL33,2387,0
MRPL34,2778,0
MRPL35,1519,0
MRPL36,3136,2
MRPL37,7833,2
MRPL38,2764,2
MRPL39,832,2
MRPL4,8349,0
MRPL40,1775,0
MRPL41,9863,0
MRPL42,2930,2
MRPL42P5,5,0
MRPL43,2076,0
MRPL44,686,0
MRPL45,1820,0
MRPL45P2,171,0
MRPL46,324,0
MRPL47,3422,0
MRPL48,1137,0
MRPL49,8669,2
MRPL50,2159,2
MRPL51,9881,0
MRPL52,5238,2
MRPL53,1821,0
MRPL54,1224,2
MRPL55,2161,3
MRPL57,1737,0
MRPL58,1676,2
MRPL9,1194,2
MRPS10,5810,2
MRPS11,561,2
MRPS12,3352,0
MRPS14,1894,0
MRPS15,3519,4
MRPS16,3074,0
MRPS17,914,0
MRPS18A,3073,2
MRPS18B,0,0
MRPS18C,2135,0
MRPS2,2941,2
MRPS21,2277,0
MRPS22,2145,0
MRPS23,3523,2
MRPS24,8344,2
MRPS25,1869,2
MRPS26,4490,0
MRPS27,1756,0
MRPS28,881,0
MRPS30,3656,16
MRPS30-DT,16,0
MRPS31,746,0
MRPS33,1127,2
MRPS34,4571,6
MRPS35,2853,0
MRPS36,985,0
MRPS5,3881,0
MRPS6,800,0
MRPS7,2139,2
MRPS9,1798,0
MRRF,706,36
MRS2,1892,2
MRS2P2,0,0
MRTO4,1913,292
MRVI1,0,2
MRVI1-AS1,4,0
MS4A1,0,0
MS4A10,0,0
MS4A12,0,0
MS4A13,0,0
MS4A14,0,0
MS4A15,4,0
MS4A18,0,0
MS4A2,0,0
MS4A3,0,0
MS4A4A,0,0
MS4A4E,0,0
MS4A5,0,0
MS4A6A,0,2
MS4A6E,0,0
MS4A7,0,2
MS4A8,0,0
MSANTD1,17,8
MSANTD2,152,171
MSANTD3,1385,0
MSANTD4,475,0
MSC,1,0
MSC-AS1,2,0
MSGN1,0,0
MSH2,3146,2
MSH3,434,0
MSH4,0,0
MSH5,0,0
MSH6,5342,22
MSI1,282,58
MSI2,1096,539
MSL1,2224,1434
MSL2,909,530
MSL3,421,30
MSL3P1,773,0
MSLN,419,0
MSLNL,5,0
MSMB,4,0
MSMO1,3793,0
MSMP,271,0
MSN,14560,6912
MSR1,0,0
MSRA,150,0
MSRB1,751,0
MSRB2,758,0
MSRB3,75,58
MSS51,10,0
MST1,28,0
MST1L,0,1
MST1P2,2,6
MST1R,1128,0
MSTN,0,0
MSTO1,509,0
MSTO2P,106,0
MSX1,152,0
MSX2,276,22
MSX2P1,0,0
MT1A,1,0
MT1B,0,0
MT1DP,0,0
MT1E,682,0
MT1F,673,0
MT1G,0,0
MT1H,1,0
MT1IP,0,0
MT1L,0,0
MT1M,0,0
MT1X,5536,0
MT2A,37345,4
MT3,0,0
MT4,0,0
MTA1,6020,363
MTA2,8010,679
MTA3,1326,18
MTAP,2695,58
MTBP,876,0
MTCH1,16344,1417
MTCH2,3874,754
MTCL1,573,0
MTCL1P1,0,0
MTCP1,16,2
MTDH,11471,678
MTERF1,210,6
MTERF2,173,0
MTERF3,1320,0
MTERF4,152,0
MTF1,868,100
MTF2,2267,274
MTFMT,526,0
MTFP1,1566,0
MTFR1,3019,0
MTFR1L,581,2
MTFR2,595,0
MTG1,1284,0
MTG2,2927,0
MTHFD1,4892,8
MTHFD1L,1938,0
MTHFD2,12783,6
MTHFD2L,175,0
MTHFR,242,0
MTHFS,1865,0
MTHFSD,870,0
MTIF2,1249,2
MTIF3,588,0
MTM1,442,20
MTMR1,703,18
MTMR10,361,12
MTMR11,227,6
MTMR12,2655,34
MTMR14,2660,54
MTMR2,2904,24
MTMR3,2468,136
MTMR4,2407,392
MTMR6,1215,4
MTMR7,32,6
MTMR8,66,0
MTMR9,218,0
MTMR9LP,36,0
MTNR1A,5,0
MTNR1B,0,0
MTO1,1484,0
MTOR,4124,82
MTPAP,1319,0
MTPN,0,0
MTR,2433,16
MTRF1,221,0
MTRF1L,387,0
MTRNR2L1,6,0
MTRNR2L10,0,0
MTRNR2L2,30,0
MTRNR2L3,4,0
MTRNR2L4,0,0
MTRNR2L5,0,0
MTRNR2L6,0,0
MTRNR2L7,0,0
MTRNR2L8,0,0
MTRNR2L9,12,0
MTRR,3257,0
MTSS1,966,10
MTSS1L,7484,28
MTTP,0,0
MTURN,786,2
MTUS1,619,2
MTUS2,22,0
MTVR2,0,0
MTX1,1134,4
MTX2,1791,143
MTX3,1906,0
MUC1,151,0
MUC12,3,0
MUC13,0,0
MUC15,5,0
MUC16,900,0
MUC17,0,0
MUC19,0,0
MUC2,6,0
MUC20,10552,2
MUC21,0,0
MUC3A,125,2
MUC4,1885,0
MUC5B,8,0
MUC6,2,0
MUC7,0,0
MUCL1,0,0
MUL1,1125,0
MUM1,631,0
MUM1L1,2,0
MUS81,2182,6
MUSK,17,0
MUSTN1,30,0
MUT,1910,14
MUTYH,630,0
MVB12A,3221,2
MVB12B,247,6
MVD,5379,4
MVK,753,0
MVP,2744,8
MX1,2002,2
MX2,896,0
MXD1,1422,0
MXD3,2451,0
MXD4,1578,44
MXI1,1596,114
MXRA5,4,0
MXRA7,1293,8
MXRA8,63,2
MYADM,6467,10
MYADML,0,0
MYADML2,0,0
MYB,28,0
MYBBP1A,2398,0
MYBL1,669,114
MYBL2,15846,10
MYBPC1,0,0
MYBPC2,8,0
MYBPC3,2,0
MYBPH,0,0
MYBPHL,0,0
MYC,7179,10
MYCBP,1410,80
MYCBP2,2793,256
MYCBPAP,15,0
MYCL,210,42
MYCN,0,0
MYCNOS,0,0
MYCT1,0,0
MYD88,815,2
MYDGF,11718,0
MYEF2,607,172
MYEOV,1844,0
MYF5,2,0
MYF6,0,0
MYH1,0,0
MYH10,1899,920
MYH11,17,318
MYH13,0,1
MYH14,18761,0
MYH15,68,0
MYH16,92,0
MYH2,0,0
MYH3,62,0
MYH4,0,0
MYH6,2,0
MYH7,6,2
MYH7B,15,0
MYH8,1,0
MYH9,40416,4714
MYL1,0,0
MYL10,2,0
MYL12A,16353,7
MYL12B,23446,6
MYL12BP2,2,0
MYL2,22,0
MYL3,0,0
MYL4,4,0
MYL5,113,0
MYL6,21344,10190
MYL6B,1728,22
MYL6P5,4,8
MYL7,18,0
MYL9,536,912
MYLIP,1190,40
MYLK,480,30
MYLK2,27,0
